"Date (+01)","Instrument","Order ID","Side","Type","Total","Executed","Price","Status"
"2018-02-26 23:17:51","BCN/BTC","19121288166","buy","limit","5000","3800","0.0000004748","canceled"
"2018-02-26 23:17:51","BCN/BTC","19121276557","buy","limit","5000","0","0.0000004747","canceled"
"2018-02-26 23:17:51","BCN/BTC","19121254614","buy","limit","5000","0","0.0000004746","canceled"
"2018-02-26 23:17:51","BCN/BTC","19121245197","buy","limit","5000","0","0.0000004745","canceled"
"2018-02-26 23:17:51","BCN/BTC","19121235203","buy","limit","5000","0","0.0000004744","canceled"
"2018-02-26 23:17:51","BCN/BTC","19121223067","buy","limit","5000","0","0.0000004743","canceled"
"2018-02-26 23:17:51","BCN/BTC","19121213324","buy","limit","5000","0","0.0000004742","canceled"
"2018-02-26 23:17:51","BCN/BTC","19121202539","buy","limit","5000","0","0.0000004741","canceled"
"2018-02-26 23:17:51","BCN/BTC","19121193934","buy","limit","1000","0","0.0000004740","canceled"
"2018-02-26 23:15:54","BCN/BTC","19121011461","buy","limit","5000","5000","0.0000004748","filled"
"2018-02-26 23:15:54","BCN/BTC","19120992937","buy","limit","5000","0","0.0000004747","canceled"
"2018-02-26 23:05:55","BCN/BTC","19119976772","buy","limit","5000","5000","0.0000004748","filled"
"2018-02-26 23:05:55","BCN/BTC","19119969104","buy","limit","1000","0","0.0000004748","canceled"
"2018-02-26 23:03:40","BCN/BTC","19119724233","buy","limit","5000","5000","0.0000004748","filled"
"2018-02-26 22:56:29","BCN/BTC","19118970134","buy","limit","5000","5000","0.0000004748","filled"
"2018-02-26 22:56:29","BCN/BTC","19118963219","buy","limit","1800","0","0.0000004747","canceled"
"2018-02-26 22:54:14","BCN/BTC","19118720315","buy","limit","5000","5000","0.0000004748","filled"
"2018-02-26 22:54:14","BCN/BTC","19118708327","buy","limit","4000","0","0.0000004748","canceled"
"2018-02-26 22:29:48","BCN/BTC","19116056447","buy","limit","5000","5000","0.0000004748","filled"
"2018-02-26 22:29:48","BCN/BTC","19116023096","buy","limit","5000","0","0.0000004744","canceled"
"2018-02-26 22:29:48","BCN/BTC","19116009546","buy","limit","1000","0","0.0000004741","canceled"
"2018-02-26 21:57:38","BCN/BTC","19112645532","buy","limit","5000","5000","0.0000004748","filled"
"2018-02-26 21:57:38","BCN/BTC","19112559304","buy","limit","5000","0","0.0000004747","canceled"
"2018-02-26 21:57:38","BCN/BTC","19112553915","buy","limit","1000","0","0.0000004746","canceled"
"2018-02-26 20:58:28","BCN/BTC","19106437214","buy","limit","5000","5000","0.0000004748","filled"
"2018-02-26 20:58:28","BCN/BTC","19106430677","buy","limit","5000","0","0.0000004747","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106398444","buy","limit","4300","4300","0.0000004748","filled"
"2018-02-26 20:14:21","BCN/BTC","19106387991","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106378962","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106366565","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106355949","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106345691","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106334504","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106326493","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106315281","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106306151","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106294678","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106285648","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106277075","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106266967","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106256372","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106238416","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106227292","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106217509","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106207167","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106197035","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106187786","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106179986","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106170481","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106159965","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106150900","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106140431","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106129177","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106118311","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106107655","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106097730","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106087117","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106078554","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106067057","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106055956","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106047902","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106038156","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106028897","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106019184","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19106008604","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19105999621","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19105991314","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19105978428","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19105967471","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19105955960","buy","limit","4300","0","0.0000004748","canceled"
"2018-02-26 20:14:21","BCN/BTC","19105945465","buy","limit","4300","0","0.0000004748","canceled"
