"Date (+01)","Instrument","Trade ID","Order ID","Side","Quantity","Price","Volume","Fee","Rebate","Total"
"2018-02-15 6:21:57","BCN/BTC","195923583","17316963218","sell","1400","0.0000005707","0.000798980","0.000000799","0.000000000","0.000798181"
"2018-02-15 6:21:57","BCN/BTC","195923582","17316963218","sell","500","0.0000005707","0.000285350","0.000000286","0.000000000","0.000285064"
"2018-02-15 6:21:57","BCN/BTC","195923581","17316963218","sell","500","0.0000005707","0.000285350","0.000000286","0.000000000","0.000285064"
"2018-02-15 6:21:57","BCN/BTC","195923580","17316963218","sell","100","0.0000005708","0.000057080","0.000000058","0.000000000","0.000057022"
"2018-02-15 6:21:57","BCN/BTC","195923579","17316963218","sell","100","0.0000005708","0.000057080","0.000000058","0.000000000","0.000057022"
"2018-02-15 6:21:57","BCN/BTC","195923578","17316963218","sell","100","0.0000005708","0.000057080","0.000000058","0.000000000","0.000057022"
"2018-02-15 6:21:57","BCN/BTC","195923577","17316963218","sell","100","0.0000005708","0.000057080","0.000000058","0.000000000","0.000057022"
"2018-02-15 6:21:57","BCN/BTC","195923576","17316963218","sell","100","0.0000005708","0.000057080","0.000000058","0.000000000","0.000057022"
"2018-02-15 6:21:57","BCN/BTC","195923575","17316963218","sell","100","0.0000005708","0.000057080","0.000000058","0.000000000","0.000057022"
"2018-02-15 6:21:57","BCN/BTC","195923574","17316963218","sell","1000","0.0000005708","0.000570800","0.000000571","0.000000000","0.000570229"
"2018-02-15 6:21:57","BCN/BTC","195923573","17316963218","sell","1000","0.0000005708","0.000570800","0.000000571","0.000000000","0.000570229"
"2018-02-15 5:59:41","BCN/BTC","195904236","17313890599","sell","1000","0.0000005675","0.000567500","0.000000000","0.000000056","0.000567556"
"2018-02-15 5:57:32","BCN/BTC","195902615","17313890599","sell","600","0.0000005675","0.000340500","0.000000341","0.000000000","0.000340159"
"2018-02-15 5:57:32","BCN/BTC","195902614","17313890599","sell","500","0.0000005677","0.000283850","0.000000284","0.000000000","0.000283566"
"2018-02-15 5:57:32","BCN/BTC","195902613","17313890599","sell","200","0.0000005677","0.000113540","0.000000114","0.000000000","0.000113426"
"2018-02-15 5:57:32","BCN/BTC","195902612","17313890599","sell","200","0.0000005678","0.000113560","0.000000114","0.000000000","0.000113446"
"2018-02-15 5:57:32","BCN/BTC","195902611","17313890599","sell","300","0.0000005679","0.000170370","0.000000171","0.000000000","0.000170199"
"2018-02-15 5:57:32","BCN/BTC","195902610","17313890599","sell","2200","0.0000005679","0.001249380","0.000001250","0.000000000","0.001248130"
"2018-02-15 5:57:24","BCN/BTC","195902505","17313873808","sell","1400","0.0000005679","0.000795060","0.000000796","0.000000000","0.000794264"
"2018-02-15 5:57:24","BCN/BTC","195902504","17313873808","sell","1700","0.0000005679","0.000965430","0.000000966","0.000000000","0.000964464"
"2018-02-15 5:57:24","BCN/BTC","195902503","17313873808","sell","1300","0.0000005679","0.000738270","0.000000739","0.000000000","0.000737531"
"2018-02-15 5:57:24","BCN/BTC","195902502","17313873808","sell","500","0.0000005680","0.000284000","0.000000284","0.000000000","0.000283716"
"2018-02-15 5:57:24","BCN/BTC","195902501","17313873808","sell","100","0.0000005680","0.000056800","0.000000057","0.000000000","0.000056743"
"2018-02-15 5:56:45","BCN/BTC","195901963","17313799948","sell","4900","0.0000005680","0.002783200","0.000002784","0.000000000","0.002780416"
"2018-02-15 5:56:45","BCN/BTC","195901962","17313799948","sell","100","0.0000005680","0.000056800","0.000000057","0.000000000","0.000056743"
"2018-02-15 5:55:16","BCN/BTC","195900841","17313578248","sell","100","0.0000005690","0.000056900","0.000000000","0.000000005","0.000056905"
"2018-02-15 5:54:33","BCN/BTC","195900209","17313549501","sell","500","0.0000005680","0.000284000","0.000000284","0.000000000","0.000283716"
"2018-02-15 5:54:33","BCN/BTC","195900208","17313549501","sell","700","0.0000005681","0.000397670","0.000000398","0.000000000","0.000397272"
"2018-02-15 5:54:33","BCN/BTC","195900207","17313549501","sell","500","0.0000005682","0.000284100","0.000000285","0.000000000","0.000283815"
"2018-02-15 5:54:33","BCN/BTC","195900206","17313549501","sell","500","0.0000005682","0.000284100","0.000000285","0.000000000","0.000283815"
"2018-02-15 5:54:33","BCN/BTC","195900205","17313549501","sell","500","0.0000005682","0.000284100","0.000000285","0.000000000","0.000283815"
"2018-02-15 5:54:33","BCN/BTC","195900204","17313549501","sell","500","0.0000005682","0.000284100","0.000000285","0.000000000","0.000283815"
"2018-02-15 5:54:33","BCN/BTC","195900203","17313549501","sell","500","0.0000005682","0.000284100","0.000000285","0.000000000","0.000283815"
"2018-02-15 5:54:33","BCN/BTC","195900202","17313549501","sell","200","0.0000005682","0.000113640","0.000000114","0.000000000","0.000113526"
"2018-02-15 5:54:33","BCN/BTC","195900201","17313549501","sell","500","0.0000005682","0.000284100","0.000000285","0.000000000","0.000283815"
"2018-02-15 5:54:33","BCN/BTC","195900200","17313549501","sell","600","0.0000005685","0.000341100","0.000000342","0.000000000","0.000340758"
"2018-02-15 5:54:21","BCN/BTC","195899995","17313522483","sell","200","0.0000005687","0.000113740","0.000000114","0.000000000","0.000113626"
"2018-02-15 5:54:21","BCN/BTC","195899994","17313522483","sell","500","0.0000005687","0.000284350","0.000000285","0.000000000","0.000284065"
"2018-02-15 5:54:21","BCN/BTC","195899993","17313522483","sell","700","0.0000005688","0.000398160","0.000000399","0.000000000","0.000397761"
"2018-02-15 5:54:21","BCN/BTC","195899992","17313522483","sell","600","0.0000005690","0.000341400","0.000000342","0.000000000","0.000341058"
"2018-02-15 5:54:21","BCN/BTC","195899991","17313522483","sell","200","0.0000005691","0.000113820","0.000000114","0.000000000","0.000113706"
"2018-02-15 5:54:21","BCN/BTC","195899990","17313522483","sell","500","0.0000005692","0.000284600","0.000000285","0.000000000","0.000284315"
"2018-02-15 5:54:21","BCN/BTC","195899989","17313522483","sell","600","0.0000005695","0.000341700","0.000000342","0.000000000","0.000341358"
"2018-02-15 5:54:21","BCN/BTC","195899988","17313522483","sell","100","0.0000005697","0.000056970","0.000000057","0.000000000","0.000056913"
"2018-02-15 5:54:21","BCN/BTC","195899987","17313522483","sell","500","0.0000005697","0.000284850","0.000000285","0.000000000","0.000284565"
"2018-02-15 5:54:21","BCN/BTC","195899986","17313522483","sell","200","0.0000005697","0.000113940","0.000000114","0.000000000","0.000113826"
"2018-02-15 5:54:21","BCN/BTC","195899985","17313522483","sell","900","0.0000005698","0.000512820","0.000000513","0.000000000","0.000512307"
"2018-02-15 5:53:42","BCN/BTC","195899399","17313444448","sell","4300","0.0000005698","0.002450140","0.000002451","0.000000000","0.002447689"
"2018-02-15 5:53:42","BCN/BTC","195899398","17313444448","sell","700","0.0000005699","0.000398930","0.000000399","0.000000000","0.000398531"
"2018-02-15 5:48:11","BCN/BTC","195893520","17312798615","sell","5000","0.0000005706","0.002853000","0.000002853","0.000000000","0.002850147"
"2018-02-15 1:40:08","BCN/BTC","195674672","17282693309","sell","100","0.0000005779","0.000057790","0.000000000","0.000000005","0.000057795"
"2018-02-15 1:38:17","BCN/BTC","195672955","17282629244","sell","5000","0.0000005779","0.002889500","0.000000000","0.000000288","0.002889788"
"2018-02-15 1:37:44","BCN/BTC","195672536","17282598878","sell","5000","0.0000005779","0.002889500","0.000000000","0.000000288","0.002889788"
