"Date (+01)","Instrument","Order ID","Side","Type","Total","Executed","Price","Status"
"2018-02-26 23:15:54","BCN/BTC","19121011461","buy","limit","5000","5000","0.0000004748","filled"
"2018-02-26 23:05:55","BCN/BTC","19119976772","buy","limit","5000","5000","0.0000004748","filled"
"2018-02-26 23:03:40","BCN/BTC","19119724233","buy","limit","5000","5000","0.0000004748","filled"
"2018-02-26 22:56:29","BCN/BTC","19118970134","buy","limit","5000","5000","0.0000004748","filled"
"2018-02-26 22:54:14","BCN/BTC","19118720315","buy","limit","5000","5000","0.0000004748","filled"
"2018-02-26 22:29:48","BCN/BTC","19116056447","buy","limit","5000","5000","0.0000004748","filled"
"2018-02-26 21:57:38","BCN/BTC","19112645532","buy","limit","5000","5000","0.0000004748","filled"
"2018-02-26 20:58:28","BCN/BTC","19106437214","buy","limit","5000","5000","0.0000004748","filled"
"2018-02-26 20:14:21","BCN/BTC","19106398444","buy","limit","4300","4300","0.0000004748","filled"
"2018-02-26 20:14:13","BCN/BTC","19101898531","buy","limit","1000","200","0.0000004748","filled"
"2018-02-26 20:11:35","BCN/BTC","19101672806","buy","limit","5000","700","0.0000004748","filled"
"2018-02-26 20:11:06","BCN/BTC","19101632493","buy","limit","5000","5000","0.0000004743","filled"
"2018-02-26 19:53:50","BCN/BTC","19101581045","buy","limit","2000","2000","0.0000004746","filled"
"2018-02-26 19:53:01","BCN/BTC","19099854265","buy","limit","5000","5000","0.0000004740","filled"
"2018-02-26 19:52:41","BCN/BTC","19099755443","buy","limit","5000","5000","0.0000004734","filled"
"2018-02-26 19:52:21","BCN/BTC","19099715989","buy","limit","5000","5000","0.0000004736","filled"
"2018-02-26 19:52:10","BCN/BTC","19099688224","buy","limit","1000","1000","0.0000004737","filled"
"2018-02-26 19:51:46","BCN/BTC","19099646002","buy","limit","1400","1400","0.0000004740","filled"
"2018-02-26 19:50:40","BCN/BTC","19099540048","buy","limit","5000","5000","0.0000004746","filled"
"2018-02-26 19:49:04","BCN/BTC","19099507608","buy","limit","4300","4300","0.0000004746","filled"
"2018-02-26 19:40:07","BCN/BTC","19099319043","buy","limit","4600","4600","0.0000004747","filled"
"2018-02-26 19:35:19","BCN/BTC","19098336660","buy","limit","4700","4700","0.0000004745","filled"
"2018-02-26 19:34:06","BCN/BTC","19097873538","buy","limit","5000","4700","0.0000004740","filled"
"2018-02-26 19:28:58","BCN/BTC","19097784534","buy","limit","500","500","0.0000004740","filled"
"2018-02-26 19:28:48","BCN/BTC","19097291759","buy","limit","1300","1300","0.0000004742","filled"
"2018-02-26 19:21:32","BCN/BTC","19097260395","buy","limit","2900","200","0.0000004743","filled"
"2018-02-26 19:21:07","BCN/BTC","19096513181","buy","limit","5000","5000","0.0000004744","filled"
"2018-02-26 19:18:11","BCN/BTC","19096476595","buy","limit","5000","5000","0.0000004744","filled"
"2018-02-26 19:14:48","BCN/BTC","19096140204","buy","limit","4800","4800","0.0000004749","filled"
"2018-02-26 19:12:02","BCN/BTC","19095514377","buy","limit","5000","2600","0.0000004753","filled"
"2018-02-26 19:11:13","BCN/BTC","19095459166","buy","limit","3800","3800","0.0000004755","filled"
"2018-02-26 19:10:34","BCN/BTC","19095332712","buy","limit","5000","5000","0.0000004759","filled"
"2018-02-26 18:59:19","BCN/BTC","19094437436","buy","limit","5000","5000","0.0000004759","filled"
"2018-02-26 18:52:58","BCN/BTC","19094135989","buy","limit","1900","1900","0.0000004759","filled"
"2018-02-26 18:51:31","BCN/BTC","19093445794","buy","limit","5000","5000","0.0000004753","filled"
"2018-02-26 18:50:38","BCN/BTC","19093286154","buy","limit","5000","5000","0.0000004757","filled"
"2018-02-26 18:45:56","BCN/BTC","19093181294","buy","limit","400","400","0.0000004759","filled"
"2018-02-26 18:45:41","BCN/BTC","19092645504","buy","limit","5000","5000","0.0000004759","filled"
"2018-02-26 18:17:08","BCN/BTC","19089533377","buy","limit","5000","5000","0.0000004759","filled"
"2018-02-26 18:14:48","BCN/BTC","19089430014","buy","limit","5000","5000","0.0000004759","filled"
"2018-02-26 18:14:19","BCN/BTC","19089254603","buy","limit","5000","1600","0.0000004749","filled"
"2018-02-26 18:13:14","BCN/BTC","19089143384","buy","limit","5000","5000","0.0000004750","filled"
"2018-02-26 18:11:05","BCN/BTC","19089125611","buy","limit","4700","4700","0.0000004757","filled"
"2018-02-26 18:10:06","BCN/BTC","19088817417","buy","limit","5000","5000","0.0000004756","filled"
"2018-02-26 18:06:43","BCN/BTC","19088739557","buy","limit","5000","5000","0.0000004759","filled"
"2018-02-26 18:06:13","BCN/BTC","19088432514","buy","limit","5000","5000","0.0000004757","filled"
